locality,country,stateprovince,county,uuid
patagonia,argentina,chubut,,b22d5faf-757c-437a-93f6-2d3c749a8c59
"carlisle cave, near carlisle",united states,pennsylvania,,2d1a00ec-d6dc-488c-8769-2377e8f90af9
colonia garcia,mexico,chihuahua,,1a2156f2-e673-44e7-ab77-c4982f9dd62f
eagle pass,united states,texas,,15fec8a3-1a25-4d37-aa99-a4936f4a87cc
columbia valley,canada,british columbia,,3ca9b452-1282-41be-ac54-ce73f3aefb99
found dor on i-75 (alligator alley) at mile marker 95,united states,florida,collier county,32f9d37c-70bb-406c-87c5-c95f8e1d6e2b
olympic mountains,united states,washington,,633339f7-35c5-40c2-8984-16b795353d2c
,,,,f39bedd8-68f2-4300-9fb2-ed1b0336053e
nordegg,canada,alberta,,ff4b392a-b7cd-4d32-bbcf-d829f6a0bb4c
"blue, near",united states,arizona,,19492cda-f521-4f7a-b0d1-5f227a5671f8
dadanawa ranch,guyana,upper takutu-upper essequibo,,9a8014f6-dc94-47b4-bbac-248a26e76063
,locality unknown,,,02de9b8b-b649-4b4f-8994-584f949ad557
glendale,united states,oregon,,93944110-f947-4f98-b57f-41929bdb69d1
,united states,texas,duvall co,3d00d242-259d-4e0d-b3e5-187edea37c87
recent element collection,,,,252487db-c1fc-4afc-b0a9-c964845307fc
,,,,0ac564b2-ef25-434f-a66c-24a46096087a
puerto montt,chile,los lagos,llanquihue,0bb8b8be-b9ce-4d69-ae18-c742d2c59aae
las vegas mtns,united states,new mexico,,1380b373-94ed-49cf-b640-d77952625cbd
recent element collection,,,,b87d6921-7a5d-4200-9ae0-0f7b466c4d18
michigan state university veterinary clinic,,,,8cc2f792-e4ee-4688-a5f7-0f5ba97fc947
recent element collection,,,,8746fe7f-e03b-4028-b6a5-66066f1fe6d1
banff national park,canada,alberta,,a4c0a17a-2928-4f19-9792-9c455420bdd4
,locality unknown,,,3ca4f2da-5fb9-4e5c-bad6-8d0aa572103f
"private property, no other data",united states,florida,hendry county,e95d1508-6415-43e4-b7f8-724d339bbe07
golden gate boulevard between 5th and 7th streets,united states,florida,collier county,1cbf5e72-f5c7-49cd-bfe0-f143721c0855
"vancouver island, within 20 mi of victoria, b. c.",canada,british columbia,,32913a64-48fc-4e72-ae6d-6bb2c55cdb5c
"merida, 4 km e tabay",venezuela,merida,,c9229381-c13d-4f91-bc0a-304bbb50ed68
coppermines,united states,new mexico,,02a742c4-055c-4257-bc6c-d558cbab04a6
chichemaqiullas,mexico,zacatecas,,6783b7ca-fa02-4c2b-ba28-00687c9669cc
marvine,united states,colorado,,6bdb9219-9625-470f-bd5e-aa7b78e6e115
colonia garcia,mexico,chihuahua,,41759bab-3e1a-4700-94f2-86c3ffadce6d
,,,,f2713342-80c9-4275-8cbd-e6331535b6aa
pine valley mountains,united states,utah,,ff6704b2-4013-4bc0-a315-4a87962ee504
hualapai mountains,united states,arizona,,19978b5d-d223-46bb-b59c-b2d7dd504292
colorado,mexico,zacatecas,,6948040a-8061-421e-ad25-a0d67ef3401c
colonia garcia,mexico,chihuahua,,da0b5557-9946-4c14-aaaf-bb166932891f
"r chico, ventes est",argentina,chubut,,ff617e14-af7a-42d2-a546-e69347a1ba3b
,,,,f91856cb-e596-4b3f-97e5-5627acdf9406
15 km n ascambara,mexico,guanajuato,,4a5e2cf8-f7f5-4f39-9ca2-37116ce2c35c
estrella,paraguay,boquerón,,65bac43e-db70-4883-9cbc-2bb54320ab6a
km. 764 trans chaco,paraguay,boquerón,,58091dc7-7a20-4c56-826e-7d2dc3744e4a
loma plata; estancia laguna pora de la colonia fernheim,paraguay,presidente hayes,,4b3713de-5139-43b6-8f48-60b6dd1531fd
,locality unknown,,,805d8d06-2acf-4070-b405-7f9f595408fc
us41 (west of monument lake),united states,florida,collier county,17bcb60c-db67-405a-ab82-b8ead1375bc7
"coyle river, smith's ranch",argentina,santa cruz,,da46494e-87b2-4676-bb04-7b17591f465c
,,,,cdb53b8f-5a71-4b11-b17f-ad155362a4bf
,,,,54ff1076-3932-42ab-99f3-6a3c5ddf6a98
no specific locality recorded,,,,b7797e4a-20ee-470b-81fb-bb9c9ca9566b
,,,,6b782fe5-bcd5-406d-bbd7-51b8138b4ee7
catskill mountains.,united states,new york,,0280484d-fb9b-4981-a0c2-5b30c2acf1c2
,united states,colorado,,ba4cf6d2-8719-48e2-873f-7e9c0bc639bc
,argentina,,,a0d9f285-ee88-451a-8ad5-b2ed2f350fb4
,,,,63609dcf-c4bd-4c08-9269-4bc5670c3dd5
,united states,california,lake,005d5c3e-5647-4ad4-b385-e77d2c49f5f2
"big cypress national preserve, south of interstate 75",united states,florida,,0d0f5bc8-3109-4658-9756-54484a3ee8b1
,locality unknown,,,5716b9b0-4212-4869-8bdf-6e5d008faf7c
,locality unknown,,,ea85cacf-c6d5-4b4e-a594-811a0f5f9a03
,locality unknown,,,314bd6e2-0831-425c-801c-1409b3a6fb8f
"santa cruz, patagonia",argentina,,,8ab32cbb-0a96-4188-876e-8dec8b86a758
rupununi district,guyana,,,c2fc8137-80b3-45fd-879d-c441c2cc8917
,united states,utah,,f1195aed-caf2-4816-83e1-2a91ed6bcad4
,locality unknown,,,5f6ef65b-334d-4bf3-9728-af376dbab7e3
no specific locality recorded,,,,d0bb3646-8c71-4d8d-825d-3cdfd7eb17ff
cadomin,canada,alberta,,75537833-7550-49c6-9027-64023251b022
no specific locality recorded,,,,771792ae-2013-4f44-be7d-aca52f93d308
,,,,de0995ae-5179-4556-83ad-8e39b04fa1cd
,,,,c9004ef3-833f-44ec-a382-0c80cd4c711c
no specific locality recorded,united states,idaho,,605d97cb-1ce6-40e9-b26a-6c1882cea718
north america,,,,61d69c20-b81c-482b-a073-ad3cc5a88770
born 11 aug 1991 in captivity,zoo,domestic,"lawrence, kansas",61c58b15-803b-419f-8950-46f665176ee5
,,,,5a6c48af-3500-4efb-aa20-136dd839562d
bocas del toro province; 1.5 miles s coco plum point,panama,bocas del toro,,2c169191-e6e7-4eae-9def-513466495e15
teniente enciso,paraguay,boquerón,,62cb6e79-8e66-4962-bf81-ee3ece86603d
canada del carmen,paraguay,boquerón,,c18a6e4c-620e-49d5-ae5b-cf8b2233ba13
trans-chaco; teniente enciso,paraguay,boquerón,,ab02584c-a9e0-4c3f-9556-5986c89c70d3
km. 764 trans-chaco,paraguay,boquerón,,949874c1-716a-41f9-8351-9991d1b5ecdb
km. 764 trans-chaco hwy.,paraguay,boquerón,,13d9d329-5a17-4f70-b045-393bab72757a
km. 764 trans-chaco hwy.,paraguay,boquerón,,7fb26778-1106-4de4-8ddd-faf9a2d9ea8f
canada del carmen,paraguay,boquerón,,9f282797-5529-43d4-a84b-d5fe71b590cc
"30 km. sw, km. 588 trucho",paraguay,boquerón,,3c690cd2-682c-48db-ac76-db225d8a3a35
,locality unknown,,,228117db-2a87-4212-a897-539f44f93ba3
rupununi district,guyana,,,a5bc0cf2-21ea-4d74-9f6f-fcf1965fc95c
north america,,,,dad017d9-11b3-41ee-9ccc-bccb9c81b508
"us 27 south of moore haven, dor",united states,florida,hendry county,5146387e-f53f-49db-bac2-11999a4c9193
unknown,,,,77210993-9f45-4a59-b722-3caa41e00598
colville indian reservation,united states,washington,stevens co,e5ab3b8d-1847-4659-9e1f-b8f542c43888
"captive at everglades wonder gardens, bonita springs, fl.",united states,florida,,e9991287-8616-4f49-8a77-d7e0a1caf0de
,suriname,,,56e4e1b2-6047-4e91-8e10-edd6247587d1
rocky mountain house,canada,alberta,,184608ba-12df-4c00-9efb-e2b9fac3fcea
nordegg,canada,alberta,,d74e29ac-560f-4e2e-8f69-0f93901a5616
,,,,67716c88-8b74-4d6e-b626-ed8e0d4e2622
,,,,6875e377-d773-4921-b41c-20fcc97b9e2e
,united states,california,,24067c1b-62c2-4537-ae95-26ff0da158fa
"coyle river, smith's ranch",argentina,santa cruz,,0b72c250-4628-4cb0-910a-e8ab348520ab
"dor on us41, 0.5 miles east of sr92 (san marco road)",united states,florida,collier county,2170ebb5-eeec-43a6-9e7d-5f7632d92c36
dor on i-75 (alligator alley) at mile marker 98,united states,florida,collier county,d47a861d-67fb-438a-b887-cce5d71e89eb
,,,,50919b0a-5724-46f2-8096-c22ad5bdbcf8
san juan valley,united states,utah,san juan,3c46e3f8-b1c3-4974-bc5f-2ff92fcccd28
,locality unknown,,,b973168d-10e2-4a76-84a0-87f23aed299e
"sao paulo, piracicaba",brazil,,,a4dfcce8-ae8c-4841-9b08-a992a81e60b6
,canada,alberta,jasper national park,3dca3499-1dbf-44da-940f-aa75cb80224c
whitecourt,canada,alberta,,cf80618b-884a-48ff-864e-d457b672bde8
,locality unknown,,,e2cdac11-e6e5-48ac-980f-6a4a8955f24a
,,,,d455288e-2e1e-45b6-9c76-f8b04eb1399c
no specific locality recorded,,,,3c8194e8-4966-431d-80ce-2b1ff3fd42fb
,locality unknown,,,6cb0ae58-46e5-4811-a9db-683c5af49cb4
teniente enciso,paraguay,boquerón,,9b638f46-637c-4352-a16e-af00da8a8e6d
,canada,,,796867e6-2db5-4707-9bc3-83bc16a2e9ed
mount rainier national park,united states,washington,,55f688de-4695-4b99-8646-eb3a252e7931
no locality,zoo,topeka zoological park,"topeka, kansas",57c2ded4-42dd-4ce7-80ac-7d18ba70f92e
san juan valley,united states,utah,san juan,988fc49f-3c4d-4eba-b458-15df3d6bbdfe
,,,,1604d7da-e489-4ec0-a930-93338b23b667
,united states,colorado,,0f9eb06c-0a74-42d5-86f7-3980b146a23b
,united states,arizona,,9c1b51bd-9657-40e3-8f88-188530846e06
"us 41, ~1 mi e of cr92",united states,florida,,3b620999-ecc4-4851-91d1-7426473a955f
,,,,75ece216-20d4-458a-9ffc-57a4944254da
"point defiance zoo, tacoma, pierce county, wa",,,,6cff21f9-5870-4321-b60c-c03e5b27f9fa
,,,,4871c1ba-940f-43da-a0ef-eaf8e6daf6b2
,united states,arizona,,2c8e6b66-ba54-4cf7-80f4-77792d5085fa
paskenta,united states,california,tehama co.,21861c84-8766-4fab-8e9b-66a3430bddff
,locality unknown,,,48e1e4bc-f769-4393-a46c-6ac6eedec973
"rio chico, 135 mi nw of; mouth of rio gallegos",argentina,santa cruz,,e526fb59-bdc2-43a5-87a6-f0d60be03bdc
,,,,ef754d22-41d9-454c-957d-e4c6ffde1557
,,,,c228bd3a-97f5-4d86-b94c-10d5c0b74ea4
km. 764 trans chaco,paraguay,boquerón,,61c6779c-4f1d-4fd6-9ce5-2bc961f08a22
km 655; teniente enciso,paraguay,,,97c275d0-7acc-4839-9a9e-bee3c3cefedf
copagro,paraguay,boquerón,,e5f50f95-2946-45a1-b178-980a2f89f70c
,canada,alberta,jasper national park,b3112d00-5f85-4ed9-9a72-4c72f413f7dd
km. 607 trans chaco,paraguay,boquerón,,7cc428bf-90bb-4618-9f6b-080d0f48f635
specific locality unknown,,,,d08b0d54-839f-4b1a-a420-8b3b9c7622d8
,united states,arizona,,2eabc86e-acb2-4f8b-a339-99496a5328fb
,united states,california,,28a64bb9-7be5-4f08-8c1b-4cd64f34b3cf
,,,,215e297d-4001-4b0c-b644-565cb1d15c7c
san juan valley,united states,utah,san juan,5c86408d-636d-4d19-b4bd-a2928acf5414
,,,,9743c088-3b86-46ce-b04a-128760d871dc
,,,,98053699-36e6-4134-9887-bcf6a0566ab9
"presumably from az, left in lab, no data, skull only",united states,arizona,,8ab95609-2ea5-44f7-85af-3c0fcf6392cf
edson,canada,alberta,,80faedd8-ac5b-4d7e-ae11-bc418df9c952
turner valley,canada,alberta,,1b303eac-73a7-46fb-9605-27d1b82da880
,locality unknown,,,015d443e-d7c2-4749-a8b9-1da807ecba84
n/a,united states,colorado,mesa,70ccdab8-a917-495c-a11d-9d95464ede97
no specific locality recorded,,,,caeb17e4-fe48-4dc4-b0cf-31d3d3e42dbf
no specific locality,,,,cd84948c-e168-4acf-9cff-8cf115052047
trans-chaco; teniente enciso,paraguay,boquerón,,b79723f7-040f-4fd5-bdcc-1c848b4f9d43
caura valley,venezuela,,,1bde5003-17f5-4172-a9d8-fee9e67bb48c
"us 41, ~1 mi e of cr92",united states,florida,,45ab55ce-8faa-46c6-a5e2-5c982abf89b7
,,,,0f70220e-e12c-4b1c-b967-3af574916893
,,,,a1adc77e-eb62-46e4-8118-d1e47e1516a9
san juan valley,united states,utah,san juan,72169d91-445c-4cf4-9273-58a4d6963565
san juan valley,united states,utah,san juan,7217085a-b638-4de1-a54a-92171168be3b
san juan valley,united states,utah,san juan,f30fd26f-80bf-4718-829a-a0175f750987
paskenta,united states,california,tehama co.,e5201b42-b3f1-4f55-ba78-1b9ca10cfa46
"rio chico valley, north arm station",chile,los lagos,llanquihue,5313fbf0-2e36-42d3-ad41-842d7e4cc94b
,,,,3403ba7e-b181-4078-b2bf-91d3ea068988
km. 674 trans-chaco,paraguay,boquerón,,ca3b576d-8689-4d99-ba37-75c2b1feb74f
captive: homosassa springs,united states,florida,,da9e5527-a97b-4057-aa86-335f0c8cc9dc
,united states,montana,,16d21c35-a3d5-475f-9b95-63b8fe182b24
,united states,california,mendocino co,273ec843-1b4d-4454-beff-e5be584c4be8
no locality,zoo,swope park zoo,"kansas city, missouri",6959e85b-8151-4fc4-9d09-25cf72e7980c
tacoma,united states,washington,,30d0eb84-5a04-47b6-be5d-6c6eb6712bca
"coyle river, smith's ranch",argentina,santa cruz,,d0f97f71-cd5a-4897-ae36-d6cb104657ae
,argentina,santa cruz,,dea16c8c-4b93-43c0-8135-185871dd341b
,,,,a6c70f81-2967-4d77-9b92-8280a83ad615
,,,,e63c9836-95c8-417e-9ad7-193c6ffc6c5e
entrance,canada,alberta,,51bae286-3ff5-4183-99f0-3d26b0bb2dcd
san juan valley,united states,utah,san juan,0a4f7146-ab48-4245-b322-e75144add2f7
,peru,,,0bb73b89-3c82-49ca-9645-ba68617655e8
captive at san francisco zoo,united states,california,san francisco co.,80a52bad-6594-43ae-9849-5474dbb8a8bf
"moore haven, st25",united states,florida,glades,24f31f7b-9cfa-4615-af98-812304b19bd9
,locality unknown,,,62a7416c-c6ce-4dbc-b455-c0636908c58a
,united states,oregon,,fd6fec16-8635-404d-b2f4-93a76ca8d97f
,locality unknown,,,b5704ca6-ac27-4f1b-a1d8-98e9618d97aa
,zoo,,,fa6988c0-39b4-4e20-acba-d67cbed32400
"point defiance zoo, tacoma, washington",,,,2d819342-23b4-4b0d-a19b-0d9a67c1f718
,,,,5b685401-5491-4d0f-b98a-0fc1a0fe2763
"coyle river, smith's ranch",argentina,santa cruz,,d98279ea-716f-41b4-9155-b2e5790bd37f
,locality unknown,,,c25cb429-faa6-4f20-aaad-165be6eecae1
dadanawa ranch,guyana,upper takutu-upper essequibo,,76bb7ee4-094f-4a49-83d3-25f38e61d977
"coy inlet, 51 deg. s, patagonia",argentina,,,3f6947b9-62ab-4f2e-8af3-8fde16d76d9f
captive animal,united states,,,e56d3a5a-a7c1-4f20-98a4-16f4dd3cfa22
,canada,alberta,,860a1485-6b13-4142-959c-2f78d1bcd4e8
,united states,california,,536600c6-59ef-418f-acf7-daa1c8d2b6c7
,,,,5335170b-74b1-432a-9216-b8fd91ad4161
,,,,f3b50b6c-6f09-4ff9-94b8-3b670d3b2ba9
unspecified,united states,california,madera co.,d57bef9e-e0a1-4c1b-a3a4-037309ee5c9e
,brazil,,,fc3158ca-a138-4dbf-b7a5-abc30e902e0f
,suriname,,,079932e4-dfa7-4578-8436-5973c0d10b58
,costa rica,,,95bcf876-f658-4952-9ed8-325c6feb5658
,zoo,,,e64e3ad0-3a08-4513-904a-ce21120e6223
,zoo,,,805755bd-7103-4e55-bb51-6ae1370f1e28
no specific locality recorded,united states,,,9ed9c84d-b310-45a3-a43a-2135fdf99a7b
,,,,91c5a60f-d9ac-431a-8257-bdd56420447e
,united states,montana,,6a46a328-6264-40b4-9db4-fd9bc9fa4061
blue ridge parkway,united states,,,1ddcd79e-f052-432e-aa2b-e50202e1a723
corpus christi,united states,texas,nueces co,b3ca2b1b-f686-46bc-b790-25b5fa1a6e39
,zoo,,,2d030b7f-9509-4ecb-aa63-095def3a1f45
"randolph co., il",,,,b6c5518a-e9b8-47c2-ac33-d745f9dd65f6
,united states,,,fde45fc6-33cb-4919-98fe-b623f0c6c6f4
,locality unknown,,,963a8f1b-e97c-4023-898a-ccf209777dbc
,locality unknown,,,776c7ae5-e982-464d-ac42-b26d295d5f01
,costa rica,,,8cfaf68c-43fc-4d85-b9e3-cfb567fe63b8
captive animal,united states,,,791af13e-09fd-41c5-a4db-0e1761a7a20b
unspecified,united states,nevada,,238903f4-6f01-43cc-b6de-d23b55d92b6b
,united states,california,humboldt,265f9ab5-6530-4862-8700-e6836029af96
,united states,montana,,9b2e0ad5-bd4b-4e22-885f-68c37377e976
,,,,fb675368-7d89-46fd-ab08-9b12be059405
,costa rica,,,619ecd0d-6b5a-4a34-9ebd-0396438f112b
"dor on cr846, 0.5 miles south of cr833",united states,florida,hendry county,416110f7-7c62-48ee-8ead-2be8cff5b287
,zoo,,,85cb6d32-08d2-464f-9c79-737493834b1c
,argentina,,,78856404-9ce6-4f4f-a62e-64fb6c5c3e39
no specific locality,united states,texas,jeff davis,3860389f-d5a2-48e9-a52d-37b286a8ff3b
,canada,british columbia,,46e5989b-cc17-453d-9ce5-45b7e16bae67
não identificada,brasil,espírito santo,,a24c24de-ee96-4cf8-9c9e-81a9fb232e8c
us 41 just east of 11 mile road,united states,florida,collier,8dbda7d6-ec7a-43c3-b9c0-9cb27d72570b
,united states,utah,,e6f74911-64db-4dc8-a13b-d88a335415c6
locality unknown,united states,florida,,36a8efd8-5486-4c25-8a88-a35b5587575c
campbell river,canada,british columbia,,1465e4aa-aa20-41a6-abdf-55db659d92ea
rio grande do belmonte,brazil,minas gerais,,5e6bb12a-5ac4-46df-8bbe-c62c288b5dd6
unspecified,united states,california,amador co.,cfcb4574-b26c-4cb8-9df5-003e0de464d2
,,,,1cc3bdc9-997b-4cab-b035-5164d3ed24a0
,,,,603d38d4-78a4-4283-b5f9-0267d9454675
,canada,british columbia,,c5070147-919c-408e-abbb-96baf831731a
,united states,arizona,,f81d1d28-c4a8-4204-ab5e-e4a0d01266f8
,,,,1ebc238e-2338-4f99-ac2c-1fbcb2cd921d
jacksonville zoological park,,,,59eb761b-bb0f-4b2d-8460-85a65b08abaa
,suriname,,,19d852b9-0056-4de0-9953-ea6416349a26
nootka island,canada,british columbia,,606ff421-dc1d-4087-846a-9b2a2b98e7dd
louisiana?,united states,louisiana,,4691aba6-8f00-4e17-a83e-8ad1650a7a75
,united states,oregon,,6f36b7c0-fd89-469d-b9a4-a506c716cd57
n/a,united states,florida,,2b99bbce-dd97-453d-ab9c-5279a0585955
,brazil,,,fff2fe76-7490-4a0b-b8e5-378e6f9b0fb9
nickerson,united states,kansas,reno co,f1bf2a70-85a7-415e-8622-41def6888dc1
"monte-more, km. 589 trans-chaco; copagro",paraguay,,,55ae1868-7046-4b12-8367-4a013b41a460
corpus christi,united states,texas,nueces co,305bd288-5d4c-4a18-b617-bc3513794f89
[mountains bordering on rogue river; near kirbyville; s. oregon],united states,,,eb602fdc-7715-40a3-9349-3785ee451992
zona rural-possivelmetne fazenda matão,brazil,são paulo,,f142d2ab-5791-43b8-a686-e43fc1d08ad8
,united states,colorado,,224e5036-694d-434a-a45f-eab08323a44d
no data,,,,babf925c-6ea9-457a-8a6a-798d3dd8e04e
n/a,united states,florida,,620abb40-ff97-4214-ad0a-a29c6f99aca5
james billie,united states,florida,hendry,105b1786-c1de-40c2-8e76-ab4ade86c3c9
new brunswick,canada,,,faf15c24-1193-4094-9eb0-11cec48c49e3
ecuador?,ecuador,,,f15c5045-70a0-4a31-a8cc-e98bf9fe2760
,locality unknown,,,e1d546d4-d075-4bad-b5d7-7c6df79158ce
near jensen,united states,utah,,cb10a659-dfe3-4180-8172-dd132f386d98
,united states,colorado,,990928ed-a6d2-443e-b338-da820c8c1185
,zoo,,,7c2ce2b9-79ed-4a5e-8dac-122a2a1e3735
bahia de santa inez,mexico,baja california sur,,404db96c-c562-4688-81f4-04586b015935
unspecified,united states,california,san luis obispo co.,bf9a4392-519b-4bed-8d5a-413e4fc5d066
,locality unknown,,,09ddc72b-a3e8-432e-afd8-cc56aa23076c
,locality unknown,,,2f38c0d7-a7e3-4253-97e4-65e131bc72f3
[no specific locality data],,,,ca11aee3-79f6-422a-994e-d2f0f0d31a7a
n/a,united states,florida,,66a14602-e899-4a3c-b5d2-d2f451e52324
no specific locality recorded,,,,c24f78e3-a96b-41b5-b484-bfe426305db6
jensen,united states,utah,,ae60e25e-7882-4d62-98e6-790873bf5ad0
williams lake,canada,british columbia,,9055442f-fe26-45c6-a412-80baec4cfee9
"ecuador, hab. mindo",ecuador,,,fb106b92-6d53-4959-b49d-253c7a574272
,united states,florida,,9723f1df-9664-44c8-a43e-723ae63a55c0
,zoo,,,78a55668-e1c0-436d-ab82-17c689b5e50a
"quinsam river, 3 mi from campbell river, vancouver island",canada,british columbia,,8f8ea932-e639-4757-95ea-4c42ba708f11
no specific locality recorded,,,,0f4e52ad-8d8e-480c-98c0-5b208be3528d
"ecuador, hab. mindo",ecuador,,,9a0d95ce-0461-4346-bf63-d8dff9c04f78
,united states,arizona,,4ebddb8e-0b78-48cc-ba4a-e4b2520bc8cb
,locality unknown,,,47b8f16c-05e3-4361-999a-5417b762dd28
specific locality unknown,united states,oregon,curry,9dec96b5-8598-4e5f-8e51-343167a1d502
,united states,,,f1f58bd8-657a-4d25-82c9-bacda26e47cb
,,,,98774040-22f1-40d6-ba29-a1f64f6a5eeb
,united states,florida,,fce53300-8b8a-414d-9561-63d4745ac299
,,,,d800537c-2ad5-4b0a-8f0d-b5fd66b13ade
,united states,california,,a43ab6ab-b9b3-43f1-985d-7ded70f78bb6
,united states,colorado,,37119996-d777-422a-bb0d-1e500fff0268
,united states,utah,,cd4d2a1a-d7f5-43d1-be2a-d0eedeac932c
,united states,arizona,,45392a56-ce84-4b14-99cd-6bb9c685c11e
,,,,e8b1eb69-a49b-4a3f-b4d8-8bc6665a32fd
,locality unknown,,,896efae5-28ed-4105-9e5f-4fc30e7e2cae
,locality unknown,,,fda76d1a-dc46-4fc3-8ad3-bd0bb9319764
,,,,3118cf3a-9302-4043-b2ca-d35c465b0b21
,locality unknown,,,f2597d91-e931-40a9-89d4-310381519373
zona rural-possivelmetne fazenda matão,brazil,são paulo,,7c96f8c0-7c12-44b6-8f82-6574a78409e4
,,,,63bc71f1-8928-413b-aef8-2cc90961553c
"captive, source unknown","unknown, captive",,,0ed0b742-d857-4eb8-a49b-5d24e524bdae
no locality,united states,florida,,598856f8-b7d8-4fbc-9411-cc3c7334da28
,peru,,,a4b50809-08e2-49ee-9a6d-2015ce48833d
dã¶d i gã¶teborg,sverige,,,57a257ae-62d4-427f-8950-7765b90beae8
dã¶d i gã¶teborg,sverige,,,a250bf2c-562d-4aaf-84c7-a41f09e86bf1
